x_coord,y_coord,z_coord,type
0.10137568713757127,2.8349397474308637,0.883738621775185,particle
0.07229734790857087,3.0479261597390055,0.5765305004962422,particle
0.11197752978538424,2.6172067430943313,0.5590325317527214,particle
0.15845291585767068,2.4325321975295657,0.07169408004123912,particle
0.1130770507417925,2.6883798368920697,0.8282307849792212,particle
0.20842342517887158,2.4992600004550107,1.388193066701177,particle
0.14272001422578318,2.929905427420349,1.3013899687454402,particle
0.11268404424119745,2.667134194568194,0.22129494067742828,particle
0.2295362410516698,2.6108171585816784,1.5782238138482705,particle
0.1937413960489091,2.629128414006477,1.4148944186404455,particle
0.2637195840959915,2.5191357478476104,1.6682749310260037,particle
0.10065420472535383,2.845969638339937,0.11046386130622608,particle
0.11342764791317396,2.8634653847334417,-0.04072742951311274,particle
0.06817645629123091,3.2605838390771136,0.6679644881325549,particle
0.14759905334670842,2.600108622251854,1.0789327101494939,particle
0.204414627073044,2.6508421253611147,1.4834381911024705,particle
0.15996635885943022,2.4217231799039745,0.08008575813353619,particle
0.10627094802167542,2.6957126673542358,0.7115681077374434,particle
0.13473295674066124,2.6262178897018806,0.9915116008931333,particle
0.10498635863967185,3.032103245743814,1.0754032634927693,particle
0.09418527445599692,3.055000270216077,0.9773172688366782,particle
0.28008776294605603,2.398177470058449,1.6498976541277146,particle
0.10042031763841101,2.726960839326683,0.6488549416165776,particle
0.1611967467832298,2.698510696067548,1.277362604500978,particle
0.15562698701847102,2.7338653283482284,1.2637017110146822,particle
0.14792220143391963,2.6071474651382314,1.0889045520342429,particle
0.07755681458844459,2.944740718671306,0.5225238738043537,particle
0.13019338479339038,3.061843168859522,1.2696713083892222,particle
0.15823159499893372,2.548247528697486,1.1098509993400938,particle
0.2247941008964108,2.538390698902531,1.503946469431429,particle
0.12924777234118442,2.903420545700733,1.2002378538967684,particle
0.13915924732330698,2.970024994691611,-0.2988724549839659,particle
0.0745812346998484,2.999862529446553,0.4166276883909078,particle
0.09555573749362596,2.747729272352624,0.43515202288748334,particle
0.12124197153083974,2.6490186074945052,0.8796482628547271,particle
0.2421620184493309,2.85581473908973,1.7528890570811844,particle
0.43897771914884415,2.366530522611589,2.16597851030756,particle
0.10990517034402032,3.106716777782792,1.1379339712864744,particle
0.11843714190861092,3.256509250421731,1.2267193853484033,particle
0.0983538320760799,2.9029487487452195,0.07510824459741336,particle
0.27283807120224735,2.349653029162761,1.5789199731651198,particle
0.19222544124355503,2.710440625443093,1.4635970496236403,particle
0.17740260737175464,2.4639248656317636,1.155919675639857,particle
0.08906873938423418,2.962726480092118,0.8624682171634012,particle
0.11946716895242246,2.600233516015548,0.7484912656703208,particle
0.08484417199669395,2.8825047390054186,0.6274107767325419,particle
0.08265611252690269,3.1764479905032976,0.10932271501629807,particle
0.08689432375431443,2.8787272241242094,0.3179759142234806,particle
0.09099698396915512,3.014304988696063,0.0877086051243986,particle
0.08179789990538124,2.918896458630808,0.33349793896821145,particle
0.16975339731474684,2.8259703081931202,1.4112340047740206,particle
0.10342573249803697,3.0718141904169007,-0.06989597121221669,particle
0.10109338338538118,2.704343375196344,0.6141329062935273,particle
0.16765176029217296,2.7050888610324164,-0.31593896861039583,particle
0.17639512141493416,2.455701620474554,1.1392754297858065,particle
0.159318937000602,2.6152277585579995,1.1949347596720252,particle
0.31207112037369444,2.375643111113177,1.7633515151156107,particle
0.18548514196537147,2.9265840638933676,1.5277149726669477,particle
0.3748180751154708,2.5806264202796316,2.092195803889872,particle
0.10028186650076718,2.8964589546333888,0.05458742578413779,particle
0.15769173392137292,2.514408605987054,1.0652008339268855,particle
0.1047383062804882,2.7905945243917056,0.8590903041215225,particle
0.15076494779728036,2.7003677552068885,1.2128480638769787,particle
0.10112474895743846,3.162630740633114,-0.09256795110934865,particle
0.08927911373325348,2.8336985791104508,0.6217562018550198,particle
0.19954736415825755,2.7669555355889037,1.5335328051095845,particle
0.10104308384904655,3.074034337898841,1.0642233154579976,particle
0.11913633339257078,2.5619050468382767,0.582991827385896,particle
0.08505621780654958,2.8442613713048908,0.47490971211964633,particle
0.11634463425543391,2.9043182592683197,1.0893059128154754,particle
0.1544463499537633,2.7043332024303646,1.2282563497051187,particle
0.4075682623896557,2.380292177060371,2.087372945697037,particle
0.1254418493408336,3.009270814008776,1.214445739414119,particle
0.12165456820680777,2.800746928951115,-0.05443100892782818,particle
0.21027982795252703,2.5773283607208137,1.468248590885702,particle
0.07214926780232216,3.031952065415139,0.5839385640828227,particle
0.15397265646714983,2.763888519290198,-0.28367108825625986,particle
0.14957226098379237,3.1228138212942937,-0.4092733384926791,particle
0.1067253884188919,2.90356946495313,-0.021179709180677145,particle
0.12079961121757728,2.648477893557966,0.881815260284897,particle
0.1588917964490481,2.530320025253161,1.0990210204548798,particle
0.22434881423437616,2.7786212127569896,1.6520539153822957,particle
0.10891894052786495,2.8582779662397972,0.01768241639938478,particle
0.2997937960598902,2.6045020961848353,1.860792210848559,particle
0.18534312810647136,2.5365316072827757,1.2948844763278633,particle
0.08624805595796345,2.8720097302589505,0.37592106739730613,particle
0.10968481992507895,2.704357851513376,0.8233090779257564,particle
0.14804391997802452,2.6911619566677296,-0.16972442278706082,particle
0.11390176768160011,2.7432549539445628,0.06176229600665137,particle
0.12412523766361673,2.6239975951548877,0.8497421094741642,particle
0.15431619801357574,2.8598721806744924,1.3291174353600121,particle
0.06949290536648803,3.223082957430972,0.7201202077295952,particle
0.14785761537268596,2.93711346550965,1.3272619908591476,particle
0.12977945455890033,2.696111690505271,1.0457745140444985,particle
0.21612874398460932,2.6486447976773277,1.5337471896579056,particle
0.07391944141369608,3.05570343341208,0.6110047626397792,particle
0.08582551649062028,2.9910859209447676,0.14598828391215035,particle
0.204544678878862,2.948116532048054,1.6326907215707782,particle
0.30772126268956934,2.833312694290305,-0.9823225437821863,particle
0.11598578527372613,2.640239936256128,0.2548126309518847,particle
0.08540442829513191,2.8899030637644967,0.7217906603822335,particle
0.07840464552651674,2.9246761162696164,0.4227424313406182,particle
0.10907023301422947,2.68288246412768,0.7106607003361524,particle
0.19123522578034857,2.990637685728533,1.57213678901877,particle
0.21823533521507504,2.5966961883252186,1.5240996783526315,particle
0.1962304063916285,2.4500074869648616,-0.2771002679574338,particle
0.11793151804556207,3.035989628685815,1.19025733431466,particle
0.1922893069775305,2.5819870878166307,-0.3599353814770353,particle
0.16548376072029658,2.51050946124762,1.1311899580774674,particle
0.31514975733827316,2.4861725774340746,1.8389021189813959,particle
0.22706606179086145,2.4303056337797955,1.416691898130677,particle
0.08642392021195784,2.8799557057728915,0.6360981442287366,particle
0.17624687524347565,2.6915803138793346,1.3511658282992909,particle
0.15577809718005883,2.8309173257262326,1.3404854859614104,particle
0.14921536388838977,2.8464285334755846,1.2872233875782733,particle
0.07759863733742217,2.992841173972156,0.7162568215410784,particle
0.22797549734064187,2.4742176342554467,1.4609439969379752,particle
0.06822303476997549,3.0953478645028674,0.567335325313976,particle
0.2386631322682443,2.7972707568659256,1.7221178395890406,particle
0.09029019102377908,2.9719422043727515,0.8545179466476885,particle
0.1732339545633654,2.736999902159501,1.3643648058819409,particle
0.09703702995904498,2.8459771941799628,0.8632795178125833,particle
0.10051369599241092,2.689988758163788,0.5391138862370435,particle
0.09553691656050962,3.123053960883443,-0.0405280400016515,particle
0.06735163735032908,3.2619144412335945,0.6922631810656334,particle
0.15179705001211294,2.672997015435118,1.2035212742181758,particle
0.23194191961049068,2.441920862077629,1.452154433022882,particle
0.13257093001096718,2.9131776048653677,1.21268943889408,particle
0.19757341100507064,2.7050750478737213,1.4944915518822373,particle
0.21658193292977113,2.338332405958192,1.2528274807943496,particle
0.10604459267303865,2.7570126612253096,0.13223288112013848,particle
0.10667390588927174,2.9946408635126573,1.0509197261194474,particle
0.20931189008491535,2.5095163444786075,1.391347764878189,particle
0.13064461433877522,2.9230579727668906,1.2318476492419856,particle
0.10401033809410232,2.7707222436116723,0.7994498586709314,particle
0.17461185520275854,2.444705443437428,1.1203228395899865,particle
0.27995328510198236,2.3234367939953646,1.5944638887818852,particle
0.2489755740235678,2.3698660272237175,1.4713123212747272,particle
0.09330882432032461,2.7743587486251062,0.33804431624758446,particle
0.17479927764315964,2.7093783807761453,1.377267170275609,particle
0.218547297409044,2.6454605072049664,1.5399658229381863,particle
0.2135542362400235,2.6400989109568354,1.5125597921949232,particle
0.19582192057706627,2.52943899836305,1.331674226638741,particle
0.10118363806015843,2.792720344272001,0.21138412114197425,particle
0.12411277842204033,2.7405981951532277,1.0080177652792335,particle
0.09387647595926096,2.8616414148014937,0.7731423643183016,particle
0.08701291757462523,2.9848088707424565,0.18728365387353396,particle
0.12769567893269296,2.9055954339977736,1.202792224194469,particle
0.07973140121826919,3.2702553246079216,0.9071856380157187,particle
0.10851173132744871,2.706366877192645,0.8236908005039577,particle
0.09164772165441926,2.812032823278819,0.5728408422058469,particle
0.07272063860446433,3.1885437379239034,0.3028893479070877,particle
0.10155518383834922,2.7720503035493875,0.752743483887473,particle
0.10812434709894392,2.9434064627980985,1.0302255536919964,particle
0.22204237703929913,2.487325666885778,-0.4387651314913348,particle
0.11601535217376067,2.8957656472246716,1.1088570441700356,particle
0.12032848858558062,2.6196740790286768,0.8387524057787279,particle
0.2354012957933896,2.4603818587187307,-0.48352337360524844,particle
0.13565714341437404,2.6868589166167056,1.0965991040130119,particle
0.10724175880392545,2.68137105333862,0.37529256913995557,particle
0.23633963094551755,2.45177890468761,-0.48058589074262104,particle
0.11263879611939864,2.74280225283115,0.936787280101812,particle
0.07428615422006975,2.97100287691374,0.4227848534106418,particle
0.11862940617729084,2.7949889863153965,-0.007404800524960994,particle
0.09191437259779911,2.9349645957680366,0.8995811576644983,particle
0.20961713053685851,3.009973587971719,1.6761438191986426,particle
0.07227647800976515,2.9927846525513355,0.49822422778188363,particle
0.2649180127640013,2.8699434718846124,1.8508646416834529,particle
0.08428178134590684,2.838700933020925,0.4430941325667026,particle
0.09319530409226001,2.8557148829559935,0.7403871128419367,particle
0.22571356893645192,2.499960193880834,-0.46702528994253534,particle
0.1104449293020859,2.8248374388277036,1.0048093147531834,particle
0.18662249990855345,2.605005409538266,1.3706864460940487,particle
0.1770042702590418,2.9058334003641826,-0.468690059788783,particle
0.27775346477581375,2.3703587332977496,1.6041716402456585,particle
0.0973183666956507,2.8251617374561016,0.8513392624971045,particle
0.08195384248669754,2.874215342350607,0.6117727344763223,particle
0.17766855511288923,2.592979730660054,1.274576750171634,particle
0.10730995547416931,2.8852573585175523,0.973847553580235,particle
0.2000369059678965,2.691914543323504,-0.5024218859902908,particle
0.1532658547953218,2.5076723126253095,0.9773875052317511,particle
0.07438080629609177,3.0524934546089257,0.46210954861266884,particle
0.08408316754200668,2.900386667494509,0.4683075758150697,particle
0.15538147319855405,2.811322110453019,1.2985770140925204,particle
0.22335061359313033,2.478497708791524,-0.4649689167191935,particle
0.16629184990946708,2.6281683308078994,1.2683707591133213,particle
0.2672710930916234,2.708214999650452,1.77632459773944,particle
0.15851941819498938,2.950743777229472,-0.4179733181712216,particle
0.24676634285741436,2.3900836329907187,1.4749775986142746,particle
0.42656687409595617,2.4100807261547756,2.1473647756395695,particle
0.23829061396537982,2.536866772953097,1.5550301557023716,particle
0.21052329389151964,2.478107901880015,1.3971928367666606,particle
0.13386196970794975,2.6606845725023467,1.0019584187180524,particle
0.07673125620685756,2.9724147274947623,0.6912531067776598,particle
0.08853336943268401,2.8492182333427647,0.535293576358027,particle
0.1092489405719142,2.6795330673795186,0.7955650909480827,particle
0.09034428975675618,2.888726410103856,0.26914240213452095,particle
0.14277731269657631,2.5529631172736837,-0.0008641651409732887,particle
0.11410534533570016,2.739784978498785,0.11568098378388142,particle
0.11872415625677774,2.620902203794577,0.17314947339883457,particle
0.12242252882963164,2.7447495969347346,0.01360039665540809,particle
0.22117361820742754,2.482231168890803,-0.45841604305559647,particle
0.1504364805365124,2.79907259126091,1.297507487229714,particle
0.08823690114713445,2.81009846222096,0.3498051198361699,particle
0.1157252748017996,3.1044652395790324,1.161542338286624,particle
0.18060077536394467,2.4607039686383256,1.1950984316476443,particle
0.19134744876060572,2.4213442887235543,1.1766077508954047,particle
0.0818585053898366,3.1296871283463896,0.8241259226254207,particle
0.13988715817795266,2.9219157918923195,1.258109655596529,particle
0.10710335819839394,2.7481347367832893,0.789617050360787,particle
0.09143947100094514,2.763318832328017,0.5898983163590203,particle
0.1262967281741761,2.570045609097032,0.28076466195172445,particle
0.09664189033398073,2.774185229803554,0.7691695913337299,particle
0.0734650195824619,2.96791912166786,0.5668652353346331,particle
0.3109838349813665,2.357235148358289,1.7285940182885695,particle
0.13227845467008364,2.7650527039090558,-0.14910171460971477,particle
0.2251391160556224,2.6255225477825817,1.5835586709806067,particle
0.12598933890773606,3.077858222689522,1.2264879998247429,particle
0.13552189115440932,2.564844120978072,0.8634480205955343,particle
0.11330227384303578,2.7821953772134855,0.9260403030117877,particle
0.24138745505278345,2.836951877245602,1.727394804946427,particle
0.3084238001290237,2.6929312412619844,1.9396030009158785,particle
0.09594950942143077,2.8115016955311534,0.1773958164688982,particle
0.10900056749850731,2.887961709833738,1.0519935606459516,particle
0.08994283784713457,2.8265355859972443,0.7414914502428066,particle
0.09445359427977915,3.062895275819343,1.0213520430456442,particle
0.18705055782309585,2.489367664634349,1.2724886782853162,particle
0.09463455958097862,2.846529505389115,0.26480140670414953,particle
0.08042462257526473,3.0465277197170018,0.73007310670696,particle
0.5118051445941444,2.2874930886087483,2.308560440267023,particle
0.1908251045195378,2.5501179366851994,1.3540826501214855,particle
0.17791637671599034,2.770657753661994,-0.4020106360836372,particle
0.15803245013570802,2.629316517797831,1.1677606447494402,particle
0.13769600586413586,2.7223563978035505,1.155881345005959,particle
0.07646784309735327,3.1116614101648867,0.2985571132959227,particle
0.23121050870862914,2.920792037116878,1.7438702020881438,particle
0.42282780345431076,2.3969972797470107,2.1272668114557165,particle
0.5032374064558925,2.534012342125367,2.423831865518976,particle
0.12610737168806352,2.5538254438287296,0.362661751377201,particle
0.1508854720430171,2.7927313927621995,1.2994830745754598,particle
0.11087328390654483,2.737218058795923,0.825204386123058,particle
0.09001481609777906,3.052247871161767,0.11168494365443032,particle
0.3001813384633756,2.5294551517083765,1.802655656182062,particle
0.08992684039137824,2.9837534593888804,0.9297876167504121,particle
0.2083118455863859,2.5496240759761513,-0.45069326653565045,particle
0.09257383699020934,2.864578361925176,0.8497736623424924,particle
0.11265733933313393,2.61880199746571,0.2757796790402998,particle
0.16463132527571514,2.5925972997186357,1.2307509548118944,particle
0.0981751637709342,3.039057423604938,1.0483008138457122,particle
0.1366373284517666,2.918203028624904,1.280662483338063,particle
0.0803669779315333,2.893147993901254,0.3467082248760863,particle
0.1341196096677376,2.8423586119657007,1.166872974985481,particle
0.3174922451433662,2.6949237477171364,1.9720340339347642,particle
0.0983284809830764,2.758258251741849,0.778943109222249,particle
0.101941860532305,2.994309400737379,-0.06069986206587767,particle
0.22974085373696035,2.5984739666917127,1.553407746758795,particle
0.158775506711816,2.549413247130295,1.1435311355822055,particle
0.08349186700768103,2.952991479784574,0.8185537808837089,particle
0.07433518682498443,3.0475932337466296,0.7559542960403888,particle
0.10681954422215563,2.6294189273220487,0.41258838232654604,particle
0.12223465920526573,3.0225623026810378,1.1761591903921442,particle
0.07285346230521944,3.075307599767381,0.2471781519054337,particle
0.11581731174172777,2.5604421964275503,0.5354586068761463,particle
0.13749082676854976,2.4762641101456935,0.5895860638494561,particle
0.1158927146625888,3.01360854525234,1.1227738948602344,particle
0.14717199748144158,2.6296676005262025,1.0776273085528552,particle
0.11629365968415063,2.5921614211065642,0.7289037889416267,particle
